_id,OBJECTID,AGENCY_NAME,ORGANIZATION_ADDRESS,NEIGHBOURHOOD,OFFICE_PHONE,EMAIL,WEBSITE,ELIGIBILITY,DESCRIPTION_SERVICE,APPLICATION,LANGUAGES,ACCESSIBILITY,HOURS,LEGAL_STATUS,DATE_UPDATED,ADDRESS_POINT_ID,X,Y,LONGITUDE,LATITUDE,ADDRESS_FULL,MUNICIPALITY,POSTAL_CODE,geometry
65,816,Youthdale Treatment Centres,"227 Victoria St, Toronto, ON     M5B 1T8","Church-Yonge Corridor, 75",416-368-4896,,"<a href=""http://www.youthdale.ca"" target=""_blank"">www.youthdale.ca</a>",,"Residential treatment centres in various locations for youth 12-18 years with emotional, behavioural and adjustment difficulties * outpatient counselling and assessment for youth and their families * Sleep Centre * also rural program including Youthdale Camp in Magnetawan, 705-387-4575 ext 233, ycamp@youthdale.ca<br><br> 

<b>Mobile Crisis Support Team 416-363-9990</b> -- professional team responds to children and youth in crisis, supports family or agency in crisis resolution * Acute Support Unit -- 10 bed, secure short term residential crisis unit for youth from 12 to under 16 years at risk to themselves or others * children under 12 years admitted only with Ministry of Community and Social Services' consent * assessment, crisis intervention, case management support for referring agencies<br><br> 

<b>Transitional Psychiatric Unit</b> -- 10 bed unit for children and youth under 16 years with emotional, psychological and/or cognitive impairments<br><br> 

<b>Medical Consultation Clinic</b> -- for general practitioners who work with youth who live at home with their families * consultation with a Youthdale child psychiatrist regarding medication concerns",Call intake or crisis services for assessment,English,Barrier-free washroom including door and stall ; Wheelchair accessible rear entrance including ramp ; Street and lot parking,Mon-Fri 9 am-5 pm * Crisis Support Team -- Mon-Sun 24 hours,(50) Non Profit ; (51) Registered Charity,2015-08-24T04:00:00,7641775,,,,,227 Victoria St,former Toronto,M5B 1T8,"{u'type': u'Point', u'coordinates': (-79.3788947712, 43.6553222699)}"
66,817,Toronto Kiwanis Boys and Girls Clubs,"101 Spruce St, Toronto, ON     M5A 2J3","Cabbagetown-South St James Town, 71",416-925-2243 ; Reception 416-925-2243 ext 30,admin@believeinkids.ca,"<a href=""http://www.believeinkids.ca"" target=""_blank"">www.believeinkids.ca</a>",Children and youth 6-24 years,"Social and recreation programs * day camps * after school clubs * homework clubs * computer clubs * leadership training * literacy<br>
<br>
Programs also offered at the following locations:<br><br>

<b>Dundas Junior Public School</b> 935 Dundas St E, 416-925-2243 ext 60
<br><br>
<b>St Mary Catholic School</b> 20 Portugal Sq, 416-925-2243 ext 40
<br><br>
<b>St Paul Catholic School</b> 80 Sackville St, 416-925-2243 ext 109
<br><br>
Summer, PA days and school break programs available only at <b>Miles and Kelly Nadal Youth Centre</b> and <b>St Mary Catholic School</b>",Call or drop in,English,Wheelchair accessible * accessibility at other locations varies,Mon-Fri 3:30 pm-9 pm,(50) Non Profit ; (51) Registered Charity,2014-04-24T04:00:00,14207026,,,,,101 Spruce St,former Toronto,M5A 2J3,"{u'type': u'Point', u'coordinates': (-79.3622339923, 43.6641940159)}"
67,818,Access Alliance Multicultural Health and Community Services,"761 Jane St, 2nd Fl, Ste 200B, Toronto, ON     M6N 4C4","Rockcliffe-Smythe, 111",416-760-8677,mail@accessalliance.ca,"<a href=""http://www.accessalliance.ca"" target=""_blank"">www.accessalliance.ca</a>",Newcomer immigrants and refugees,"Health and community services<br><br>

<b>Health services </b>-- primary health care services * assessment, medical treatment * prenatal and postnatal care * immunization * diabetes * illness and disease prevention * sexual health and health education * nutrition * individual, marital, family and mental health counselling * no Ontario Health Insurance required for primary care and most specialists<br><br>

<b>Community services </b>-- focus on newcomers, women, families with children birth-6 years * peer outreach and support * parenting and parent-child groups * prenatal nutrition and support * food skills groups * health education * lesbian, gay, bisexual, trans and queer (LGBTQ) services * expressive arts * research and advocacy on newcomer, immigrant and refugee issues<br><br>

<b>Youth services </b>-- drop-in programs * settlement * out of school programs * <b>Community Connections Mentorship Program </b>(formerly HOST) -- group orientation activities for newly arrived immigrant and refugee youth * trained volunteer mentors * help in establishing social and professional networks * development of citizenship and civic engagement * skills and career development <br><br>

<b>Settlement Program </b>-- orientation * needs and eligibility assessments * information and referral * language and skills training * job search and employment counselling * networking * youth settlement * LGBTQ settlement * services in various locations","Health services -- referral by community agency or self referral * Community, settlement and youth services -- most programs require an appointment, call for details",English ; interpreters available for other languages,Wheelchair accessible building including main entrance and barrier free washrooms,"Mon-Tue, Thu 9 am-8 pm; Wed 1 pm-5 pm; Fri 9 am-5 pm",(50) Non Profit ; (51) Registered Charity,2014-06-12T04:00:00,9531709,,,,,761 Jane St,York,M6N 4B4,"{u'type': u'Point', u'coordinates': (-79.4933591161, 43.6715505191)}"
68,819,Toronto District School Board,"Malvern Town Centre, 31 Tapscott Rd, Unit T-81, Toronto, ON     M1B 4Y7","Malvern, 132",416-396-4631,nsmalvern@tdsb.on.ca,"<a href=""http://communitysvcs.tdsb.on.ca"" target=""_blank"">communitysvcs.tdsb.on.ca</a>","Newcomers 13 years and older, Permanent residents, Landed immigrants, Convention refugees, Government Assisted refugees and Live-in caretakers","<b>Settlement Program</b> (formerly Immigrant Settlement and Adaptation Program) -- orientation programs, language and skills training to help facilitate employment, and programs to welcome newcomers to community * may provide needs and eligibility assessments, pre and post-arrival information and referral, job search and employment counselling, assistance to establish social and professional networks to promote community engagement, and assistance to access a range of settlement services * individual tax filing assistance, seasonal * afterschool supports",Call or drop in,English ; French ; Arabic ; Chinese (Mandarin) ; Hindi ; Tamil ; Urdu,Wheelchair accessible automatic main entrance ; Barrier-free washroom including door and stall,Mon-Fri 10 am-6 pm,(50) Non Profit,2015-02-10T05:00:00,6947360,,,,,31 Tapscott Rd,Scarborough,M1B 4Y7,"{u'type': u'Point', u'coordinates': (-79.2220072741, 43.8065844856)}"
69,820,Birchmount Bluffs Neighbourhood Centre,"2849 Kingston Rd, Toronto, ON     M1M 1N2","Cliffcrest, 123",416-264-1007,kevin@bbnc.ca,"<a href=""http://www.bbnc.ca"" target=""_blank"">www.bbnc.ca</a>",Youth 13-24 years * youth and young adults with disabilities 13-30 years,"Information and referral * informal, one-on-one employment counselling * pre-employment services * access to computers, Internet, fax, photocopier * workshops and presentations * leadership programs * recreational arts programs * advocacy * homework club * youth advisory council * specific programs for males and females * <b>Active and Able Network</b> -- attendant services provided for some programs",Call or drop in,English ; other languages may be available,Wheelchair accessible automatic main entrance ; Barrier-free washroom including door and stall,Mon-Fri 12 noon-6 pm,(50) Non Profit ; (51) Registered Charity,2015-08-26T04:00:00,2016050,,,,,2849 Kingston Rd,Scarborough,M1M 1N2,"{u'type': u'Point', u'coordinates': (-79.2361066627, 43.7214763326)}"
70,821,Boys and Girls Club of East Scarborough,"110 Mornelle Crt, Toronto, ON     M1E 4R1","Morningside, 135",416-287-3578,mornelle@esbgc.org,"<a href=""http://www.esbgc.org"" target=""_blank"">www.esbgc.org</a>",Varies by program,Ontario Early Years Centre * caregiver and child drop-in * parenting groups * childminding services for parents and caregivers attending programs * school readiness program * information and referral * community information for new residents * social and recreation programs * support group for grandparents * free Internet access,,English ; Tamil,Not Accessible,"Mon-Fri 9 am-4 pm * drop-in -- Mon, Thu-Fri 9:30 am-11:30 am * closed on Wed",(50) Non Profit ; (51) Registered Charity,2015-06-01T04:00:00,6943072,,,,,110 Mornelle Crt,Scarborough,M1E 4R1,"{u'type': u'Point', u'coordinates': (-79.1944140616, 43.7864956895)}"
71,822,St Stephen's Community House,"260 Augusta Ave, Toronto, ON     M5T 2L9","Kensington-Chinatown, 78",416-925-2103 ext 2240,260admin@ststephenshouse.com,"<a href=""http://www.sschto.ca"" target=""_blank"">www.sschto.ca</a>",Open to all,"Multiservice centre<br><br>

<b>Corner Drop-In</b> -- for persons who are homeless or have low incomes * breakfast, lunch * women only drop-in Monday 1 pm-3:30 pm * information and referral * voluntary trusteeship * housing referral and support * showers * laundry * Sunday movie and snacks * afternoon appointments available<br><br> 

<b>Addiction Counselling Program</b> -- information and referral to addiction treatment programs * individual support * relapse prevention group * case management and access to supportive housing * <b>Mental Health Case Management</b> -- for homeless and under-served adults with mental health issues * <b>Housing Support </b> -- assists people who are chronically homeless to find and maintain housing, through outreach, ongoing counselling and active work with landlords * <b>L L Odette Place</b> -- supportive housing for chronically homeless men * 13 units<br><br> 

<b>Housing Connections (see separate entry) Community Partner</b> -- assistance with housing search and application process
<br><br> 

<b>Language Training and Newcomer Services</b> -- settlement services for immigrants and refugees (formerly Immigrant Settlement and Adaptation Program) * counselling * information and referral * interpretation * advocacy * client intervention and assistance * orientation sessions * support groups for newcomers * income tax clinic * community education workshops * participates in LINC (Language Instruction for Newcomers to Canada) in English, upon assessment by YMCA of Greater Toronto, childminding and transportation assistance available -- see separate entry * English as a Second Language (ESL) programs include ESL-linked skills and orientation<br><br> 

<b>Youth Arcade Drop-In and Youth Services</b> -- youth drop-in centre * education on healthy lifestyles * support and referrals for youth and their families * young women's programs * arts and recreation activities * snack program * violence prevention activities * services for young offenders 12-15 years with extra judicial sanctions","Supportive housing -- apply through Access Point, call 1-888-640-1934 or visit www.theaccesspoint.ca to download application",English ; Chinese (Cantonese) ; Chinese (Mandarin) ; Portuguese ; Spanish,"Wheelchair accessible automatic main entrance ; Wheelchair accessible washroom, assistance needed with door","Mon-Fri 9 am-5 pm * <b>Corner Drop-In</b> -- Mon-Fri 7:30 am-11:30 am, Sun 8 am-11:30 am * <b>Youth Arcade</b> -- Mon-Fri 10 am-6 pm",(50) Non Profit ; (51) Registered Charity,2015-03-17T04:00:00,765163,,,,,260 Augusta Ave,former Toronto,M5T 2L9,"{u'type': u'Point', u'coordinates': (-79.4031500131, 43.6564408213)}"
72,823,YMCA of Greater Toronto,"20 Grosvenor St, Toronto, ON     M4Y 2V5","Bay Street Corridor, 76",416-975-9168 * contact centre 416-975-9622,memberservices@ymcagta.org,"<a href=""http://www.ymcagta.org"" target=""_blank"">www.ymcagta.org</a>",,"Fitness, aquatics, sports and recreation programs for all ages and abilities, individuals, couples and families * fitness testing * babysitting may be available during programs",Apply for membership in person or by phone,English,Wheelchair accessible building including main entrance and barrier free washrooms,Mon-Fri 5 am-12 midnight * Sat-Sun 7 am-12 midnight * holiday hours vary,(50) Non Profit ; (51) Registered Charity,2015-08-12T04:00:00,7762640,,,,,20 Grosvenor St,former Toronto,M4Y 2V5,"{u'type': u'Point', u'coordinates': (-79.3851027997, 43.6630544528)}"
73,824,YMCA of Greater Toronto,"567 Sheppard Ave E, Toronto, ON     M2K 1B2","Bayview Village, 52",416-225-7773 * contact centre 416-225-9622,memberservices@ymcagta.org,"<a href=""http://www.ymcagta.org"" target=""_blank"">www.ymcagta.org</a>",,"Fitness, aquatics, sports and recreation programs for all ages and abilities, individuals, couples and families * fitness testing * babysitting may be available during programs",Apply for membership in person or by phone,English,Wheelchair accessible building including main entrance and barrier free washrooms,Mon-Sun 24 hours,(50) Non Profit ; (51) Registered Charity,2015-08-12T04:00:00,561844,,,,,567 Sheppard Ave E,North York,M2K 1B2,"{u'type': u'Point', u'coordinates': (-79.3867760359, 43.7658742385)}"
74,825,YMCA of Greater Toronto,"230 Town Centre Crt, Toronto, ON     M1P 4Y7","Bendale, 127",416-296-9907 * contact centre  416-296-9622,memberservices@ymcagta.org,"<a href=""http://www.ymcagta.org"" target=""_blank"">www.ymcagta.org</a>",,"Fitness, aquatics, sports and recreation programs for all ages and abilities, individuals, couples and families * fitness testing * babysitting may be available during programs",Apply for membership in person or by phone,English,Wheelchair accessible building including main entrance and barrier free washrooms,Mon-Fri 5 am-12 midnight * Sat-Sun 7 am-12 midnight * holiday hours vary,(50) Non Profit ; (51) Registered Charity,2015-08-12T04:00:00,1370814,,,,,230 Town Centre Crt,Scarborough,M1P 4Y7,"{u'type': u'Point', u'coordinates': (-79.2543713101, 43.7745980273)}"
75,826,YMCA of Greater Toronto,"931 College St, Toronto, ON     M6H 1A1","Trinity-Bellwoods, 81",416-536-1166 * contact centre 416-536-9622,memberservices@ymcagta.org,"<a href=""http://www.ymcagta.org"" target=""_blank"">www.ymcagta.org</a>",,"Fitness, aquatics, sports and recreation programs for all ages and abilities, individuals, couples and families * fitness testing * babysitting may be available during programs",Apply for membership in person or by phone,English,Wheelchair accessible building including main entrance and barrier free washrooms * street parking nearby,Mon-Fri 5:30 am-12 midnight * Sat-Sun 7 am-12 midnight * holiday hours vary,(50) Non Profit ; (51) Registered Charity,2015-08-12T04:00:00,10576726,,,,,931 College St,former Toronto,M6H 1A1,"{u'type': u'Point', u'coordinates': (-79.4258876336, 43.6534565475)}"
76,827,John Howard Society of Toronto,"2185 Danforth Ave, Toronto, ON     M4C 1K4","East End-Danforth, 62",647-348-4969,bmorrison@johnhowardtor.on.ca,"<a href=""http://www.johnhoward.on.ca/toronto"" target=""_blank"">www.johnhoward.on.ca/toronto</a>",Children and youth in grades 5-12,"Safer Tomorrows through Education and Play (STEP) -- homework club * individual tutoring * workshops in employment, career planning * recreation * mentoring",Call or visit website,English,Not wheelchair accessible,Mon-Thu 3:30 pm-7 pm,(50) Non Profit ; (51) Registered Charity,2015-06-10T04:00:00,8211509,,,,,2185 Danforth Ave,former Toronto,M4C 1K4,"{u'type': u'Point', u'coordinates': (-79.3099083574, 43.6861006521)}"
77,828,Native Child and Family Services of Toronto,"156/156A Galloway Rd, Toronto, ON     M1E 1X2","West Hill, 136",416-969-8510,info@nativechild.org,"<a href=""http://www.nativechild.org"" target=""_blank"">www.nativechild.org</a>","Aboriginal people, including First Nations, Inuit and Metis * self-identified Native","Culturally-based programming with focus on community capacity building, empowerment and self-determination * sweat lodge ceremonies * Ojibway language classes * visiting elders * drop-in services <br><br>

<b>Children and Youth Programs</b> -- after school programming * social and recreational activities * breakfast program * traditional dance * Young Warriors Club * homework club * summer camp * girls group * youth drop in * high school equivalency (GED) for youth 18-20 years <br><br>

<b>Parent and Family Programs</b> -- addictions counselling * individual and family counselling * case management * Strengthening Families support group * housing workers * community kitchen * parenting skills classes",Drop in or call,English ; Ojibway ; interpreters for other Native languages,Wheelchair accessible automatic main entrance ; Barrier-free washroom including door and stall,Mon-Fri 9 am-5 pm * some evening and weekend programs,(50) Non Profit ; (51) Registered Charity,2014-08-22T04:00:00,336726,,,,,156 Galloway Rd,Scarborough,M1E 1X2,"{u'type': u'Point', u'coordinates': (-79.1950571455, 43.7621994968)}"
78,829,Children's Aid Society of Toronto,"469 Pape Ave, Toronto, ON     M4K 3P9","Blake-Jones, 69",416-462-1010,,"<a href=""http://www.parcyouth.com"" target=""_blank"">www.parcyouth.com</a>",Youth 16 years and older leaving the care of any children's aid society,"Transition program * counselling on employment, housing, literacy, substance abuse, independence, sexual assault, sex education * peer speakers * recreation activities",,English,Unknown,"Mon-Thu 9 am-9 pm, Fri 9 am-5 pm * after hours -- by appointment",(50) Non Profit ; (51) Registered Charity,2015-05-05T04:00:00,851702,,,,,469 Pape Ave,former Toronto,M4K 3P9,"{u'type': u'Point', u'coordinates': (-79.341857227, 43.6722721082)}"
79,830,Yonge Street Mission,"225 Wellesley St E, Ste 221, Toronto, ON     M4X 1X8","North St James Town, 74",416-929-9288,json@ysm.ca,"<a href=""http://www.ysm.ca"" target=""_blank"">www.ysm.ca</a>",,Community kitchen * tutoring * after school homework club * basketball recreation program * <b>St James Town Youth Council </b> -- organizes community events,,English,Wheelchair accessible automatic main entrance ; Barrier-free washroom including door and stall,Mon-Fri 9 am-5 pm * program hours vary,(50) Non Profit ; (51) Registered Charity,2014-08-15T04:00:00,7684164,,,,,225 Wellesley St E,former Toronto,M4X 1X8,"{u'type': u'Point', u'coordinates': (-79.3727351735, 43.6673160878)}"
80,831,Frontier College,"35 Jackes Ave, Toronto, ON     M4T 1E2","Rosedale-Moore Park, 98",416-923-3591,information@frontiercollege.ca,"<a href=""http://www.frontiercollege.ca"" target=""_blank"">www.frontiercollege.ca</a>","Youth 19-29 years who are out of school, at risk, street-involved or homeless, and Ontario residents with literacy skills below Grade 12 * must be able to communicate in English","Literacy and Basic Skills -- Literacy, numeracy and essential skills services to assist in transitioning to employment, apprenticeship, secondary-school credit, postsecondary education or independence<br><br>

Also GED (high school equivalency) preparation course and computer skills training available",Call to arrange interview,English,Barrier-free washroom including door and stall ; Non-powered swing door at entrance,Mon-Fri 9 am-5 pm,(50) Non Profit ; (51) Registered Charity,2015-10-30T04:00:00,825331,,,,,35 Jackes Ave,former Toronto,M4T 1E2,"{u'type': u'Point', u'coordinates': (-79.3907602727, 43.6851859712)}"
81,832,George Hull Centre for Children and Families,"Highfield Junior School, 85 Mount Olive Dr, Toronto, ON     M9V 2C9","Mount Olive-Silverstone-Jamestown, 2",416-394-4635,reachus@georgehullcentre.on.ca,"<a href=""http://www.georgehullcentre.on.ca"" target=""_blank"">www.georgehullcentre.on.ca</a>","Children 4-8 years, their families and caregivers * drop-in program -- children birth-4 years and their caregivers * children attending the drop-in must be accompanied by an adult at all times","Programs that promote healthy child development *  parent/caregiver and preschool child drop-in at the Family Resource Centre (same address) * toy and book library * kindergarten readiness program * student enrichment program with family visits * parenting skills workshops * volunteer program * all programs operate from Highfield Junior School * Better Beginning, Better Futures site",Call for information * preschool children attending drop-in are registered on first visit -- caregivers from outside community should call first as space is limited,English ; Gujarati ; Hindi ; Punjabi ; Tamil ; Urdu ; West Indian dialects,Wheelchair accessible - call for details,"Office -- Mon-Fri 8:30 am-4 pm * <b>drop-in program</b> -- Mon-Fri 9 am-11 am, also Mon 1 pm-3 pm",(50) Non Profit ; (51) Registered Charity,2015-02-05T05:00:00,1020028,,,,,85 Mount Olive Dr,Etobicoke,M9V 2C9,"{u'type': u'Point', u'coordinates': (-79.5892065593, 43.7455756712)}"
82,833,SEAS Centre,"365 Parliament St, Unit 306, Toronto, ON     M5A 2Z9","Regent Park, 72",416-362-1375,info@seascentre.org,"<a href=""http://www.seascentre.org"" target=""_blank"">www.seascentre.org</a>","Immigrants, refugees and their families","Support Enhance Access Service Centre<br><br>

<b>Immigrants and newcomers</b> -- supportive counselling * information and referral * assistance filling out forms including applications for social assistance, income security and affordable housing * escort and interpretation * free Internet access and training<br> <br> 

<b>Family Services</b> -- individual and family counselling * domestic violence crisis intervention<br> <br> 

<b>Community development</b> -- volunteer recruitment and training * outreach and networking * advocacy * cultural activities<br> <br> 

<b>Youth Programs</b> -- leadership training * newcomer adaptation * recreation<br> <br> 

<b>Seniors Services</b> -- social and recreation activities",Drop in,English ; Chinese (Cantonese) ; Chinese (Mandarin) ; Filipino ; Vietnamese,Not Accessible,Mon-Fri 9 am-5 pm,(50) Non Profit ; (51) Registered Charity,2015-02-24T05:00:00,7650738,,,,,365 Parliament St,former Toronto,M5A 2Z9,"{u'type': u'Point', u'coordinates': (-79.366464756, 43.6610479731)}"
83,834,Yonge Street Mission,"270 Gerrard St E, Toronto, ON     M5A 2G4","Moss Park, 73",416-929-9614,cs@ysm.ca,"<a href=""http://www.ysm.ca"" target=""_blank"">www.ysm.ca</a>",,"Community centre * child day care * children and youth -- after school programs, teens club, sports * women's programs * ESL classes for women * mothers and toddlers program * advocacy * community kitchen, Friday 10:30 am * health promotion * computer classes * volunteer program * fathers group * Bible studies * summer camps for all ages * March break day camps for children * Christmas assistance * seasonal income tax clinic * professional therapy for adults, children, couples and families unable to afford counselling -- Christian orientation provided as requested<br><br>

<b>Fellowship Drop-in</b> -- social night for disadvantaged adults, Thursday 4 pm-9 pm * supper at 6:30 pm<br><br>

<b>Food bank</b> -- for families and seniors only * appointment required<br><br>

<b>Seniors program</b> -- weekly luncheon and drop-in Tuesday, Thursday 12:30 * transportation provided",Counselling by appointment * food bank -- call 416-929-9614 ext 3221 for appointment,English,Wheelchair accessible automatic main entrance ; Easy access to elevator - lowered buttons ; Barrier-free washroom including door and stall ; Street parking,"Mon-Fri 9 am-6 pm * program hours vary * counselling -- Tue-Thu 9 am-5 pm<br><br>

<b>Food bank</b> -- Tue-Wed, Fri 10 am-12:30 pm, 1:45 pm-3:45 pm; Thu 1:45 pm-3:45 pm * also evening appointments Tue 6 pm-7:45 pm",(50) Non Profit ; (51) Registered Charity,2013-04-09T04:00:00,4014969,,,,,270 Gerrard St E,former Toronto,M5A 2G4,"{u'type': u'Point', u'coordinates': (-79.3683382218, 43.6623627579)}"
84,835,Yonge Street Mission,"381 Yonge St, Toronto, ON     M5B 1S1","Church-Yonge Corridor, 75",416-929-9614,evergreen@ysm.ca,"<a href=""http://www.ysm.ca"" target=""_blank"">www.ysm.ca</a>",Street youth 16-24 years,Drop-in centre * hot meals * informal and formal counselling  * shower and laundry facilities * access to emergency clothing * referrals and advocacy * legal advice * ID clinic * other specialized programs,,English ; Portuguese ; Spanish,"Wheelchair accessible washroom, assistance needed with door ; Wheelchair accessible main entrance and ground floor, assistance needed with door",Office -- Mon-Fri 9 am-5 pm * appointments only Mon-Fri 9 am-12 noon * meals and programs -- Mon-Fri 1 pm-5 pm *  Out of the Cold evening meal -- October to May (see separate entry),(50) Non Profit ; (51) Registered Charity,2014-02-13T05:00:00,7730095,,,,,381 Yonge St,former Toronto,M5B 1S1,"{u'type': u'Point', u'coordinates': (-79.3815692219, 43.6587484653)}"
85,836,Dovercourt Boys and Girls Club,"180 Westmoreland Ave, Toronto, ON     M6H 3A2","Dovercourt-Wallace Emerson-Junction, 93",416-536-4102,info@dovercourtkids.com,"<a href=""http://www.dovercourtkids.com"" target=""_blank"">www.dovercourtkids.com</a>",Children and youth 4-17 years,After school club * social and recreation programs * day camps * homework clubs * computer clubs * substance abuse prevention * leadership training * licensed child care centre,,English ; Italian ; Portuguese,Wheelchair accessible building * entrance close to parking,Mon-Fri 3:30 pm-9 pm,(50) Non Profit ; (51) Registered Charity,2015-02-25T05:00:00,8015587,,,,,180 Westmoreland Ave,former Toronto,M6H 3A2,"{u'type': u'Point', u'coordinates': (-79.4326922894, 43.6658064452)}"
86,863,WoodGreen Community Services,"69 Pape Ave, Toronto, ON     M4M 2V5","South Riverdale, 70",Office 416-645-6000 ext 1112 * program room 416-645-6000 ext 1406,lgray@woodgreen.org,"<a href=""http://www.woodgreen.org"" target=""_blank"">www.woodgreen.org</a>",Children and youth 6-12 years,After school programs for children 6-12 years * leadership program for youth 13-18 years * social and recreational activities * homework assistance * March break and summer programs,"Call, drop in or visit the website",English,Rear entrance wheelchair accessible,Vary * Sep-Jun 3 pm-6 pm * summer and non instructional school days 8:30 am-4:30 pm,(50) Non Profit ; (51) Registered Charity,2015-05-11T04:00:00,12763920,,,,,69 Pape Ave,former Toronto,M4M 2V5,"{u'type': u'Point', u'coordinates': (-79.3370511767, 43.6607379799)}"
87,837,Boys and Girls Club of East Scarborough,"100 Galloway Rd, Toronto, ON     M1E 1W7","West Hill, 136",416-281-0262,info@esbgc.org,"<a href=""http://www.esbgc.org"" target=""_blank"">www.esbgc.org</a>",Children and youth birth-24 years,"Social, educational and recreational programs * day camps * homework club * computer clubs * leadership training * literacy<br><br>

Other services include <b>Stay in School</b> -- tutoring and mentoring for youth at risk of leaving school * early years programs for caregivers and children * child care consultation for children with special needs birth-12 years * summer camp for children 3-12 years * after school programs for children and youth 6-14 years * evening drop-in for youth 15-19<br><br>

Local lead agency for Ontario Early Years Centres<br><br>

Licensed child care centres -- see separate entries",,English,Designated parking at entrance ; Wheelchair accessible automatic main entrance ; Easy access to elevator ; Barrier-free washroom including door and stall,Mon-Fri 7 am-9 pm * some registered programs on Saturdays,(50) Non Profit ; (51) Registered Charity,2015-05-01T04:00:00,336705,,,,,100 Galloway Rd,Scarborough,M1E 1W7,"{u'type': u'Point', u'coordinates': (-79.1933385098, 43.7574284483)}"
88,838,St Alban's Boys' and Girls' Club,"843 Palmerston Ave, Toronto, ON     M6G 2R8","Annex, 95",416-534-8461,info@stalbansclub.ca,"<a href=""http://www.stalbansclub.ca"" target=""_blank"">www.stalbansclub.ca</a>","Children, youth and adults","Social and recreation programs * day camps * after school clubs * homework clubs * computer clubs * substance abuse prevention * leadership training * literacy<br><br> Satellite locations in the Jane-Finch, Weston-Mount Dennis and Lawrence Heights communities",Call or drop in,English,Wheelchair accessible building including main entrance and barrier free washrooms * lowered elevator buttons * entrance close to street parking,Mon-Fri 8 am-10 pm; Sat-Sun 9 am-5 pm,(50) Non Profit ; (51) Registered Charity,2014-07-31T04:00:00,2439716,,,,,843 Palmerston Ave,former Toronto,M6G 2R8,"{u'type': u'Point', u'coordinates': (-79.4156792413, 43.6714099857)}"
89,839,West Scarborough Neighbourhood Community Centre,"313 Pharmacy Ave, Toronto, ON     M1L 3E7","Clairlea-Birchmount, 120",416-755-9215,ws_info@wsbgc.ca,"<a href=""http://www.wsncc.org"" target=""_blank"">www.wsncc.org</a>",Children and youth 6-24 years,Social and recreational programs * after school drop in and school break programs at 5 locations * summer day program for children 6-12 years * homework clubs * computer clubs * substance abuse prevention * leadership training * literacy,Call or drop in,English,Designated parking at entrance ; Wheelchair accessible automatic main entrance ; Dedicated accessible washroom with all features,"Mon-Fri 9-9, Sun 3 pm-10 pm",(50) Non Profit ; (51) Registered Charity,2016-01-26T05:00:00,2312042,,,,,313 Pharmacy Ave,Scarborough,M1L 3E7,"{u'type': u'Point', u'coordinates': (-79.2846785795, 43.7014077643)}"
90,840,East Metro Youth Services,"1200 Markham Rd, Ste 200, Toronto, ON     M1H 3C3","Woburn, 137",416-438-3697,emys@emys.on.ca,"<a href=""http://www.emys.on.ca"" target=""_blank"">www.emys.on.ca</a>","Programs vary, call for details","<b>Respect In Schools Everywhere (RISE) Program</b> -- youth led school based violence prevention program for grades 7-12 * addresses bullying, cyber-bullying, dating violence and harassment * available to schools and community agencies * fee<br> <br>

<b>Say Word Journalism Program</b> -- youth training in radio and video broadcasting, photojournalism and magazine production * leadership opportunities such as peer mentorship and advisory committee<br><br>

<b>Studio 2 Multimedia Program</b> -- multimedia, journalism and social skills for marginalized youth and youth living in priority neighbourhoods  * emphasis on violence prevention and media literacy<br><br>

<b>The Zone Youth Centre</b> -- drop-in activities include violence prevention and newcomer services<br><br>

Also consultation and training for educators and other professionals serving youth, in developing and implementing violence prevention strategies * fee",Call for information,English ; Chinese (Cantonese) ; Chinese (Mandarin) ; Dari ; Farsi ; will arrange for interpretation in other languages if necessary,Designated parking at entrance ; Wheelchair accessible automatic main entrance ; Barrier-free washroom including door and stall,"Office -- Mon-Thu 9 am-8 pm, Fri 9 am-5 pm * program hours vary, call for details<br><br>

<b>The Zone Youth Centre</b> -- Tue, Thu-Fri 3 pm-5 pm",(50) Non Profit ; (51) Registered Charity,2015-06-04T04:00:00,4498793,,,,,1200 Markham Rd,Scarborough,M1H 3C3,"{u'type': u'Point', u'coordinates': (-79.2321175551, 43.7766098499)}"
91,841,York University,"Yorkgate Mall, 1 York Gate Blvd, Ste 232, Toronto, ON     M3N 3A1","Black Creek, 24",416-736-5980,yorkcec@yorku.ca,"<a href=""http://www.yorku.ca/cec"" target=""_blank"">www.yorku.ca/cec</a>",No restrictions,"Teaching, research and resource centre fostering community partnerships * education and business programs * income tax clinic * access to postsecondary education through pre-university courses 
<br><br>
<b>Education Programs</b> -- homework club and after school activities for local youth * information sessions on York University admission and financial aid * university bridging program for women 20 years or older and out of school for 2 years or more 
<br><br>
<b>Business Clinic</b> -- small business consultation and business loan program
<",,English,Wheelchair accessible building including main entrance and barrier free * designated parking,Mon-Fri 9:30 am-5 pm,(50) Non Profit,2015-06-16T04:00:00,11297202,,,,,1 York Gate Blvd,North York,M3N 3A1,"{u'type': u'Point', u'coordinates': (-79.5194393493, 43.7584985485)}"
